last_unit_id,officer_age_incident,coaccused_count,complaint_percentile
Unit 11,32.0,2,88.2847
Unit 6,40.0,2,85.9998
Unit 22,39.0,3,40.225
Unit 14,86.0,14,
Unit 4,41.0,3,75.0716
Unit 21,48.0,1,74.3098
Unit 55,30.0,2,71.6022
Unit 149,40.0,11,99.3466
Unit 16,34.0,3,97.3176
Unit nan,51.0,1,
Unit 215,52.0,3,77.6775
Unit 25,47.0,1,66.253
Unit 183,30.0,16,97.8908
Unit 4,45.0,2,87.3944
Unit 131,36.0,9,90.8751
Unit 225,29.0,3,80.9235
Unit 25,32.0,2,80.9866
Unit 215,31.0,2,98.6321
Unit 12,39.0,1,77.3604
Unit 22,57.0,1,67.7234
Unit 12,37.0,3,96.9012
Unit 13,36.0,3,84.7961
Unit 212,45.0,4,77.964
Unit 5,35.0,3,90.8563
Unit 232,45.0,1,96.9174
Unit 182,32.0,1,72.2441
Unit 25,37.0,3,76.4006
Unit 19,42.0,1,80.6465
Unit 107,42.0,3,0.0
Unit 6,31.0,2,78.7933
Unit 18,47.0,1,50.8273
Unit 13,45.0,4,86.7907
Unit 7,27.0,2,85.7361
Unit 142,37.0,6,49.5625
Unit 4,41.0,1,99.8548
Unit 2,37.0,2,87.4853
Unit 10,39.0,4,89.3743
Unit 25,36.0,2,84.3109
Unit 2,47.0,2,34.9132
Unit 68,37.0,2,30.2854
Unit 194,47.0,1,56.8422
Unit 215,28.0,2,96.7139
Unit 215,30.0,4,82.6182
Unit 25,36.0,2,74.2425
Unit 215,29.0,2,35.6616
Unit 10,28.0,2,37.8663
Unit 12,26.0,2,64.4033
Unit 212,52.0,3,43.5134
Unit 11,34.0,1,90.0539
Unit 2,36.0,1,89.347
Unit 7,45.0,192,46.7885
Unit 5,38.0,1,63.2456
Unit 10,34.0,1,81.8501
Unit 35,45.0,4,74.185
Unit 5,58.0,3,81.0619
Unit 35,34.0,3,72.1768
Unit 17,44.0,12,44.015
Unit 23,50.0,2,72.8826
Unit 174,37.0,17,86.7134
Unit 174,30.0,16,75.7938
Unit 2,33.0,1,98.5278
Unit 2,32.0,3,51.1673
Unit 19,33.0,2,88.6401
Unit 19,37.0,8,74.979
Unit 112,26.0,1,92.4191
Unit 20,38.0,2,95.3001
Unit 9,29.0,1,96.8906
Unit 208,42.0,2,93.3056
Unit 13,32.0,2,51.7749
Unit 25,29.0,3,86.4507
Unit 25,36.0,2,76.7758
Unit 19,46.0,2,75.569
Unit 171,32.0,2,71.0214
Unit nan,55.0,1,46.1337
Unit 142,36.0,3,36.7009
Unit 21,46.0,2,89.6284
Unit 18,41.0,7,92.3159
Unit 14,36.0,1,91.0141
Unit 8,29.0,2,61.2739
Unit 2,30.0,1,91.2231
Unit 7,42.0,1,97.6264
Unit 173,38.0,2,99.4421
Unit 5,29.0,1,92.3197
Unit 149,37.0,3,81.7584
Unit 3,42.0,14,91.124
Unit 12,32.0,7,89.5113
Unit 8,43.0,2,75.1427
Unit 152,48.0,1,72.331
Unit 9,36.0,2,93.8214
Unit 3,46.0,4,85.8381
Unit 212,36.0,3,82.8436
Unit 23,56.0,1,92.4955
Unit 3,45.0,2,74.0979
Unit 55,26.0,1,35.7457
Unit 20,36.0,1,51.1673
Unit 12,36.0,2,88.1204
Unit 5,33.0,1,90.2801
Unit 153,27.0,13,99.4077
Unit 178,54.0,12,72.2598
Unit 2,27.0,1,98.5022
Unit 6,41.0,1,95.7931
Unit 12,37.0,2,91.4982
Unit 83,40.0,5,84.8649
Unit 10,25.0,1,97.3176
Unit nan,46.0,1,76.9733
Unit 25,34.0,1,96.4273
Unit 5,32.0,1,62.1757
Unit 7,57.0,1,49.8176
Unit 236,42.0,2,82.8376
Unit 7,40.0,2,81.8922
Unit 6,28.0,3,53.8522
Unit 212,56.0,2,39.224
Unit 10,36.0,8,98.9301
Unit 212,29.0,2,97.4437
Unit 7,49.0,64,72.9757
Unit 179,38.0,8,90.0692
Unit 17,59.0,1,59.2251
Unit 26,32.0,4,87.8109
Unit 9,35.0,2,97.5288
Unit 8,30.0,2,95.048
Unit 8,24.0,2,85.6979
Unit 155,44.0,1,72.6873
Unit 7,27.0,2,98.5289
Unit 193,28.0,3,74.6131
Unit 18,40.0,2,33.5792
Unit 174,45.0,6,94.4901
Unit 17,28.0,2,74.2157
Unit 26,30.0,2,92.3197
Unit 152,60.0,4,45.086
Unit 26,43.0,11,90.3672
Unit 14,53.0,4,75.3887
Unit 215,34.0,2,18.7689
Unit 24,30.0,5,76.9822
Unit 225,53.0,2,44.7191
Unit 55,37.0,1,86.9187
Unit 153,32.0,2,96.0491
Unit 6,43.0,9,90.3281
Unit 9,25.0,2,88.5446
Unit 12,38.0,2,95.6822
Unit 15,24.0,1,89.8666
Unit 17,30.0,2,78.7054
Unit 6,35.0,2,85.8164
Unit 82,60.0,3,31.6309
Unit 3,35.0,2,42.2452
Unit 7,35.0,2,94.7767
Unit 4,47.0,2,85.0851
Unit 4,33.0,3,70.922
Unit 136,28.0,3,53.1695
Unit 112,29.0,4,81.6056
Unit 17,57.0,2,49.9981
Unit 7,37.0,2,97.7227
Unit 23,27.0,1,91.5937
Unit 20,46.0,3,77.7387
Unit 25,33.0,4,80.1536
Unit 208,28.0,2,31.8406
Unit 10,48.0,1,72.6466
Unit 7,31.0,2,93.8176
Unit 225,39.0,4,66.9252
Unit 11,59.0,3,94.3422
Unit 11,31.0,13,95.4224
Unit 173,41.0,14,95.4759
Unit 136,51.0,1,52.7084
Unit 9,36.0,2,90.2067
Unit 9,40.0,3,99.9146
Unit 6,33.0,3,92.4802
Unit 8,34.0,5,95.5294
Unit 16,35.0,4,83.9708
Unit 7,41.0,2,72.1333
Unit 9,39.0,2,90.8181
Unit 15,37.0,1,89.7642
Unit 5,51.0,2,87.318
Unit 22,53.0,3,30.3469
Unit 221,32.0,2,94.4712
Unit 2,41.0,1,66.226
Unit 4,36.0,9,67.2347
Unit 225,32.0,7,36.1927
Unit 6,36.0,5,99.0524
Unit 9,35.0,2,97.2718
Unit 11,43.0,1,68.68
Unit 171,44.0,1,54.6292
Unit 18,31.0,4,86.0418
Unit 21,31.0,5,87.4288
Unit 35,36.0,2,82.4195
Unit 17,29.0,2,82.0488
Unit 152,32.0,5,66.4323
Unit 193,24.0,2,33.1512
Unit 17,49.0,5,49.9981
Unit 6,27.0,1,96.8706
Unit 117,52.0,1,72.1571
Unit 26,26.0,6,85.163
Unit 174,40.0,3,85.461
Unit 10,29.0,3,97.1113
Unit 10,38.0,3,94.0201
Unit 23,44.0,2,72.8826
Unit 35,44.0,1,75.489
Unit 9,26.0,2,94.8607
Unit 23,33.0,1,86.0456
Unit 21,45.0,2,80.9442
Unit 42,37.0,1,86.4239
Unit 179,29.0,6,82.4004
Unit 19,30.0,2,93.7717
Unit 17,45.0,2,94.2274
Unit 4,44.0,3,97.8564
Unit 149,49.0,10,96.1575
Unit 5,31.0,3,80.0084
Unit 3,28.0,2,98.5633
Unit 149,31.0,1,50.8846
Unit 8,45.0,10,50.2323
Unit 212,31.0,2,98.4983
Unit 149,34.0,1,53.5631
Unit 4,60.0,4,86.5997
Unit 208,45.0,11,45.1645
Unit 3,26.0,2,98.292
Unit 10,29.0,2,81.4566
Unit 4,34.0,2,96.8246
Unit 149,49.0,1,98.3187
Unit 191,29.0,2,95.4733
Unit 36,31.0,2,71.9919
Unit 12,34.0,13,72.9319
Unit 149,29.0,3,93.0916
Unit 27,56.0,9,93.9857
Unit 4,40.0,2,91.2632
Unit 13,31.0,16,51.0871
Unit 7,46.0,140,17.567
Unit nan,52.0,1,88.6442
Unit 172,57.0,5,61.0418
Unit 8,35.0,16,89.7558
Unit 30,25.0,1,93.9717
Unit 16,38.0,1,56.4289
Unit 17,40.0,1,52.2716
Unit 12,31.0,3,71.4073
Unit 2,38.0,10,98.7773
Unit 175,33.0,5,83.9708
Unit 19,39.0,3,79.0684
Unit 208,38.0,1,65.6987
Unit nan,25.0,1,
Unit 204,24.0,2,86.9321
Unit 4,39.0,1,84.7006
Unit 23,37.0,2,87.6046
Unit 19,24.0,10,69.7719
Unit 179,29.0,2,91.1887
Unit 17,48.0,1,91.3912
Unit 15,49.0,6,43.7577
Unit 19,46.0,1,92.7126
Unit 25,39.0,1,84.1179
Unit 10,39.0,2,66.8832
Unit 5,29.0,2,72.5727
Unit 19,48.0,1,67.292
Unit 18,32.0,2,98.3908
Unit 206,39.0,2,25.2042
Unit 149,35.0,2,53.5631
Unit 20,34.0,1,79.5523
Unit 212,31.0,2,99.3963
Unit 212,41.0,3,97.7876
Unit 7,29.0,4,99.0542
Unit 171,42.0,2,72.5307
Unit 173,54.0,12,88.2083
Unit 225,32.0,1,78.7551
Unit 9,40.0,4,79.8602
Unit 35,49.0,2,18.8654
Unit 10,30.0,2,59.543
Unit 5,33.0,1,64.1168
Unit 12,37.0,2,83.3403
Unit 13,46.0,2,37.0364
Unit 200,49.0,1,75.7586
Unit 5,41.0,2,71.5044
Unit 35,29.0,2,23.3044
Unit 22,29.0,2,99.7977
Unit 13,36.0,1,27.2095
Unit 3,35.0,4,42.975
Unit 23,50.0,2,94.2532
Unit 25,58.0,3,98.5193
Unit 225,35.0,4,60.8116
Unit 100,43.0,18,56.3236
Unit 35,48.0,2,50.1013
Unit 23,40.0,4,86.1095
Unit 3,31.0,2,74.8691
Unit 152,42.0,2,65.6643
Unit 212,44.0,4,43.7168
Unit 26,27.0,6,95.1133
Unit 153,34.0,3,99.6179
Unit 9,31.0,3,64.5027
Unit 6,48.0,2,51.6891
Unit 208,25.0,2,93.1222
Unit 212,34.0,2,84.7006
Unit 19,40.0,2,93.0954
Unit 10,28.0,2,89.9736
Unit 20,27.0,2,57.002
Unit 3,39.0,6,97.5994
Unit 15,51.0,1,67.3599
Unit 12,39.0,2,92.721
Unit 19,46.0,3,87.9982
Unit 12,36.0,5,83.3403
Unit 35,41.0,3,68.0601
Unit 25,45.0,7,73.5356
Unit 142,54.0,1,23.4959
Unit 83,29.0,3,96.4235
Unit 215,26.0,2,89.71
Unit 5,43.0,2,80.4325
Unit 26,31.0,12,57.8427
Unit 5,35.0,4,40.7971
Unit 181,42.0,1,26.1293
Unit 175,25.0,4,77.8648
Unit 3,35.0,2,75.2398
Unit 7,31.0,2,94.7767
Unit 21,31.0,1,93.1107
Unit 18,38.0,1,97.8755
Unit 2,43.0,2,86.6379
Unit 5,40.0,2,62.6304
Unit 21,59.0,1,85.4886
Unit 182,33.0,4,18.723
Unit 174,45.0,2,97.8449
Unit nan,46.0,2,49.7753
Unit 215,32.0,2,68.0754
Unit 13,30.0,2,50.3993
Unit 149,34.0,9,90.3213
Unit 4,31.0,3,85.3655
Unit 9,27.0,1,69.3707
Unit 149,27.0,3,92.3197
Unit 193,24.0,3,55.1947
Unit 208,33.0,4,75.8404
Unit 2,30.0,2,94.4748
Unit 26,36.0,4,87.1499
Unit 20,29.0,5,85.2509
Unit 23,44.0,1,88.2389
Unit 10,44.0,3,67.8117
Unit 7,36.0,3,99.0542
Unit 182,30.0,12,52.5467
Unit 2,34.0,3,65.5114
Unit 8,41.0,5,90.692
Unit 17,37.0,2,41.374
Unit 2,48.0,1,98.2194
Unit 2,54.0,2,80.4134
Unit 15,35.0,4,78.7499
Unit 23,52.0,1,37.0406
Unit 15,24.0,2,76.533
Unit 15,33.0,2,46.7197
Unit 10,45.0,2,81.9648
Unit 215,30.0,1,47.0979
Unit 208,37.0,4,87.5511
Unit 9,27.0,2,70.368
Unit 26,31.0,2,61.8547
Unit 7,53.0,6,65.0636
Unit 15,28.0,9,71.6824
Unit 5,52.0,1,37.1042
Unit 19,36.0,1,90.8716
Unit 3,53.0,3,47.3487
Unit 16,43.0,3,88.1204
Unit 215,40.0,1,51.4768
Unit 142,40.0,1,76.4805
Unit 3,33.0,2,48.7524
Unit 23,34.0,4,89.3317
Unit 172,47.0,1,41.7517
Unit 153,32.0,5,97.0349
Unit 153,47.0,16,82.8665
Unit 225,39.0,2,77.5563
Unit 12,39.0,1,65.6351
Unit 2,31.0,2,47.9118
Unit 7,32.0,6,94.7767
Unit 4,40.0,5,79.7768
Unit 183,42.0,1,73.2796
Unit 12,34.0,2,97.566
Unit 2,48.0,2,99.9007
Unit 13,28.0,4,96.5676
Unit 25,31.0,2,70.1655
Unit 15,28.0,1,80.8605
Unit 119,24.0,2,99.9556
Unit 153,39.0,3,94.7041
Unit 8,48.0,2,73.3288
Unit 26,35.0,2,0.0
Unit 3,51.0,2,80.6943
Unit 8,27.0,2,63.6315
Unit 13,34.0,2,99.5147
Unit 7,39.0,1,31.6916
Unit 212,31.0,2,98.4525
Unit 8,48.0,7,90.6407
Unit 149,28.0,2,58.2248
Unit 208,34.0,1,27.989
Unit 16,27.0,3,92.1707
Unit 173,46.0,3,72.2632
Unit 4,49.0,1,93.0039
Unit 15,26.0,1,91.2231
Unit 200,53.0,5,64.1182
Unit 25,43.0,2,48.6722
Unit 149,33.0,2,99.6408
Unit 148,38.0,1,75.8124
Unit 19,44.0,4,53.806
Unit 191,47.0,2,89.3685
Unit 3,48.0,1,54.2992
Unit 218,44.0,2,39.448
Unit 4,47.0,3,99.1021
Unit 19,28.0,16,92.0867
Unit 153,31.0,2,89.7558
Unit 5,43.0,1,69.9744
Unit 21,32.0,4,19.8196
Unit 19,55.0,2,56.0094
Unit 218,58.0,5,51.0646
Unit 11,47.0,1,75.9123
Unit 4,47.0,2,96.0414
Unit 25,29.0,2,68.2053
Unit 225,48.0,1,72.7955
Unit 7,29.0,4,88.7242
Unit 6,36.0,2,72.1333
Unit 7,44.0,1,79.0073
Unit 80,36.0,2,44.6754
Unit 208,29.0,2,52.9823
Unit 21,39.0,8,89.6106
Unit 7,38.0,2,92.1707
Unit 19,39.0,1,64.0025
Unit 225,55.0,7,64.9013
Unit 107,30.0,2,93.9857
Unit 35,32.0,2,51.4768
Unit 174,34.0,3,85.8164
Unit 212,40.0,5,48.1411
Unit 208,24.0,2,93.1222
Unit 5,56.0,2,97.5437
Unit 20,41.0,2,51.408
Unit 83,45.0,20,84.8649
Unit 86,32.0,1,92.4191
Unit 5,64.0,1,96.2978
Unit 153,38.0,3,95.0671
Unit 4,28.0,1,98.7811
Unit 155,59.0,1,43.3152
Unit 8,40.0,5,90.692
Unit 2,44.0,1,99.7631
Unit 7,35.0,2,54.4152
Unit 10,47.0,2,82.0832
Unit 23,56.0,2,85.8546
Unit 9,38.0,2,99.8586
Unit 19,31.0,2,59.478
Unit 35,49.0,4,73.8388
Unit 12,46.0,5,82.2276
Unit 36,50.0,7,93.8678
Unit 16,34.0,2,82.5991
Unit 18,38.0,1,43.9784
Unit 4,50.0,5,38.0066
Unit 8,32.0,2,98.036
Unit 4,37.0,1,84.0584
Unit 12,42.0,5,97.566
Unit 4,41.0,2,30.9235
Unit 6,61.0,1,74.7035
Unit 173,43.0,12,80.4555
Unit 36,40.0,3,52.8791
Unit 2,36.0,2,58.6221
Unit 5,27.0,3,32.3526
Unit 31,27.0,1,59.3646
Unit 16,26.0,5,99.6867
Unit 21,29.0,2,86.8289
Unit 7,48.0,2,65.4083
Unit 10,29.0,1,98.5566
Unit 4,54.0,2,86.5997
Unit 16,59.0,2,46.9943
Unit 149,46.0,2,87.7001
Unit 19,30.0,2,90.8716
Unit 16,34.0,5,89.0069
Unit 10,37.0,5,89.8284
Unit 35,46.0,2,43.6781
Unit 8,40.0,5,99.5529
Unit 191,40.0,2,47.3892
Unit 9,32.0,2,98.8117
Unit 174,34.0,1,94.4901
Unit 13,41.0,2,40.4111
Unit 85,42.0,2,36.2923
Unit 16,52.0,5,97.25
Unit 12,34.0,2,81.5177
Unit 23,34.0,2,94.9028
Unit 5,36.0,2,38.8292
Unit 212,45.0,10,43.3832
Unit 10,41.0,2,87.0773
Unit 35,47.0,1,48.5582
Unit 16,30.0,3,38.1338
Unit 35,53.0,1,36.3411
Unit 107,33.0,23,75.1366
Unit 4,50.0,3,37.071
Unit 212,30.0,2,93.7144
Unit 112,27.0,2,70.8188
Unit 11,57.0,1,73.7062
Unit 149,54.0,8,73.1382
Unit 25,23.0,2,78.415
Unit 152,53.0,3,24.5624
Unit 12,37.0,1,81.8578
Unit 16,48.0,4,93.7662
Unit 13,43.0,1,65.4083
Unit 2,30.0,2,55.1565
Unit 13,32.0,1,61.9923
Unit 215,43.0,7,77.6775
Unit 8,61.0,2,93.8455
Unit 12,33.0,2,19.8173
Unit 16,32.0,1,97.971
Unit 11,45.0,1,70.0824
Unit 6,31.0,2,84.9757
Unit 12,38.0,2,92.9235
Unit 11,32.0,1,96.8056
Unit 10,51.0,1,33.5662
Unit 55,43.0,1,52.2945
Unit 225,38.0,2,95.4415
Unit 215,36.0,6,81.2157
Unit 173,40.0,10,97.2833
Unit 25,34.0,3,91.3339
Unit 19,43.0,1,81.7584
Unit 212,35.0,3,78.1795
Unit 3,42.0,3,97.5994
Unit 17,48.0,2,24.9971
Unit 10,35.0,2,99.1059
Unit 17,37.0,5,53.0778
Unit 7,34.0,1,94.0958
Unit 5,45.0,4,95.1306
Unit 4,28.0,3,56.2875
Unit 212,40.0,2,81.3572
Unit 149,45.0,10,42.4401
Unit 20,29.0,8,79.3033
Unit 31,55.0,1,69.5984
Unit 208,54.0,3,89.305
Unit 23,39.0,1,97.8619
Unit 9,26.0,2,37.5224
Unit 153,32.0,3,94.0125
Unit 10,39.0,4,88.8426
Unit 7,43.0,2,98.613
Unit 153,29.0,2,95.1244
Unit 13,29.0,4,
Unit 20,36.0,4,24.5624
Unit 7,26.0,2,98.9721
Unit 149,26.0,2,89.7558
Unit 5,49.0,1,72.4963
Unit 112,29.0,4,62.4126
Unit 26,39.0,2,85.8164
Unit 7,30.0,1,89.2706
Unit 19,56.0,3,85.5294
Unit 164,32.0,8,41.6372
Unit 19,30.0,2,76.7738
Unit 3,42.0,1,97.2008
Unit 107,30.0,26,34.44
Unit 4,46.0,5,75.6448
Unit 20,31.0,2,90.6117
Unit 15,32.0,1,54.9654
Unit 4,38.0,2,97.5813
Unit 25,46.0,1,59.6415
Unit 8,59.0,2,62.083
Unit 4,41.0,2,45.1072
Unit 3,34.0,4,84.3453
Unit 9,45.0,1,81.1277
Unit 21,47.0,3,74.4199
Unit 6,45.0,1,98.3837
Unit 6,42.0,1,95.7931
Unit 10,28.0,1,85.9195
Unit 7,36.0,2,95.6173
Unit 208,39.0,4,72.0745
Unit 20,42.0,1,64.5339
Unit 11,51.0,3,77.9728
Unit 83,32.0,2,85.4648
Unit 8,45.0,1,68.7674
Unit 13,41.0,10,46.6244
Unit 55,30.0,4,93.6189
Unit 215,31.0,1,38.2401
Unit 12,41.0,1,85.7498
Unit 4,31.0,2,95.7625
Unit 7,56.0,6,62.3101
Unit 3,40.0,2,49.4058
Unit 19,30.0,1,94.5398
Unit 149,26.0,1,89.5724
Unit 10,41.0,2,70.0126
Unit 149,33.0,2,84.1962
Unit 10,36.0,2,52.059
Unit 5,28.0,3,92.0217
Unit 215,33.0,1,72.8822
Unit 22,42.0,1,86.358
Unit 10,41.0,1,86.0456
Unit 8,29.0,2,98.5612
Unit 26,40.0,3,63.7652
Unit 25,39.0,1,66.9252
Unit 16,40.0,3,70.1387
Unit 11,56.0,1,81.0245
Unit 12,33.0,2,64.4759
Unit 215,47.0,2,51.6435
Unit 13,58.0,6,90.6308
Unit 8,35.0,19,99.0278
Unit 8,25.0,2,69.6955
Unit 208,42.0,5,82.0078
Unit 208,34.0,3,93.5463
Unit 6,27.0,6,29.1315
Unit 25,38.0,2,94.8875
Unit 7,32.0,1,86.1794
Unit 9,30.0,5,89.1445
Unit 10,42.0,1,96.3738
Unit 13,54.0,1,51.9202
Unit 21,46.0,3,78.2087
Unit 3,34.0,3,35.6922
Unit 23,40.0,7,91.8077
Unit 14,36.0,1,64.6019
Unit 5,33.0,1,92.3732
Unit 17,30.0,2,43.4311
Unit 11,51.0,3,94.194
Unit 26,39.0,1,55.871
Unit 3,46.0,13,54.4152
Unit 153,57.0,2,93.0228
Unit 17,45.0,3,58.2902
Unit 8,27.0,2,79.7104
Unit 149,39.0,2,91.2116
Unit 170,43.0,1,60.0179
Unit 11,28.0,6,98.7696
Unit 8,52.0,2,90.3304
Unit 17,24.0,1,27.5993
Unit 12,25.0,2,91.3225
Unit 149,45.0,7,95.0924
Unit 23,32.0,3,93.9513
Unit 2,32.0,2,71.6174
Unit 19,29.0,2,61.1822
Unit 136,26.0,2,83.5352
Unit 200,32.0,10,70.0077
Unit 6,44.0,1,89.412
Unit 36,31.0,6,79.0379
Unit 6,31.0,1,75.9543
Unit 5,32.0,14,99.7746
Unit 2,36.0,7,27.1178
Unit 7,53.0,3,91.2842
Unit 149,39.0,2,77.5593
Unit 15,48.0,1,76.5303
Unit 153,30.0,2,94.0125
Unit 4,57.0,2,99.861
Unit 8,51.0,1,40.7483
Unit 180,36.0,2,95.9977
Unit 7,57.0,3,80.6789
Unit 11,55.0,1,65.4427
Unit 26,36.0,14,84.4064
Unit 11,38.0,2,93.3667
Unit 20,59.0,2,37.416
Unit 149,28.0,4,90.9824
Unit 215,36.0,2,93.3667
Unit 225,39.0,2,65.3854
Unit 225,46.0,2,97.1936
Unit 215,38.0,6,64.453
Unit 132,35.0,5,51.1291
Unit 35,57.0,2,28.3611
Unit 152,23.0,2,87.3601
Unit 8,36.0,6,87.02
Unit 35,47.0,3,79.224
Unit 4,30.0,3,55.7411
Unit 172,41.0,5,87.4894
Unit 149,31.0,1,98.7009
Unit 112,35.0,1,57.225
Unit 4,42.0,1,72.2211
Unit 20,33.0,2,55.9627
Unit 212,40.0,9,81.7814
Unit 20,37.0,1,94.884
Unit 80,38.0,2,38.1338
Unit 20,29.0,7,89.6909
Unit 13,32.0,2,38.8483
Unit 9,39.0,2,96.5878
Unit 19,36.0,2,89.3088
Unit 175,37.0,4,96.8477
Unit 208,34.0,36,78.2087
Unit 15,32.0,1,77.9756
Unit 20,48.0,1,71.5248
Unit 212,28.0,2,81.3763
Unit 19,43.0,2,27.1437
Unit 3,29.0,3,70.6698
Unit 136,47.0,2,40.2753
Unit 149,31.0,2,67.2347
Unit 25,43.0,1,65.2099
Unit 42,37.0,3,32.4252
Unit 153,36.0,16,94.5436
Unit 12,29.0,2,95.0823
Unit 9,26.0,2,97.5507
Unit 75,31.0,2,56.5779
Unit 17,32.0,2,95.2556
Unit 11,27.0,2,89.8284
Unit 173,32.0,2,90.3978
Unit 5,34.0,1,98.9836
Unit 17,54.0,6,93.4726
Unit 5,38.0,1,93.5092
Unit 208,30.0,1,76.3861
Unit 7,30.0,1,38.3631
Unit 26,31.0,5,77.7198
Unit 3,38.0,2,87.681
Unit 3,28.0,9,86.3819
Unit 225,27.0,6,91.7581
Unit 5,33.0,2,79.3741
Unit 148,24.0,2,35.6616
Unit 172,59.0,1,53.0654
Unit 2,40.0,2,98.5278
Unit 149,28.0,2,78.0406
Unit 7,31.0,2,83.5811
Unit 5,35.0,4,86.1297
Unit 212,38.0,8,77.0797
Unit 18,50.0,1,63.0316
Unit 6,27.0,8,96.221
Unit 24,44.0,1,52.3069
Unit 18,45.0,2,85.0827
Unit 25,40.0,3,77.1004
Unit 171,29.0,2,61.935
Unit 4,36.0,2,80.5128
Unit 7,33.0,4,75.2424
Unit 20,31.0,1,67.292
Unit 11,30.0,8,91.46
Unit 212,51.0,2,90.9824
Unit 7,42.0,1,97.2874
Unit 4,28.0,2,68.4957
Unit 6,56.0,1,58.2119
Unit 175,30.0,2,96.8477
Unit 136,46.0,4,34.44
Unit 11,36.0,2,92.2548
Unit 23,29.0,2,97.5507
Unit 3,45.0,2,77.4636
Unit 193,39.0,2,74.6131
Unit 142,32.0,4,30.4688
Unit 12,27.0,3,64.1168
Unit 8,48.0,1,83.3642
Unit 13,32.0,64,97.5469
Unit 112,39.0,2,99.4956
Unit 5,49.0,1,83.4015
Unit 218,31.0,3,91.8077
Unit 9,33.0,2,98.2232
Unit 112,36.0,2,85.0827
Unit 12,34.0,1,82.2475
Unit 83,24.0,2,70.4367
Unit 5,31.0,2,43.5367
Unit 7,42.0,1,72.5727
Unit 7,32.0,2,87.4212
Unit 212,42.0,1,90.7654
Unit 23,41.0,1,86.5041
Unit 10,41.0,8,96.3738
Unit 173,42.0,2,98.911
Unit 14,35.0,2,65.7886
Unit 9,38.0,2,21.2525
Unit 20,31.0,2,34.6987
Unit 119,36.0,4,99.9751
Unit 225,31.0,2,78.7551
Unit 7,39.0,4,82.308
Unit 212,40.0,1,60.6358
Unit 2,37.0,4,64.0442
Unit 19,41.0,13,89.8475
Unit 2,37.0,11,95.2199
Unit 106,46.0,7,42.7817
Unit 19,44.0,3,79.0684
Unit 7,28.0,2,74.5826
Unit 10,41.0,2,45.5963
Unit 17,31.0,8,61.4989
Unit 12,44.0,2,98.1277
Unit 4,46.0,2,95.9956
Unit 5,36.0,2,96.114
Unit 6,60.0,1,49.0953
Unit 17,27.0,2,93.2597
Unit 18,39.0,1,89.6909
Unit 151,40.0,2,97.2641
Unit 12,38.0,1,85.526
Unit 16,46.0,2,36.7009
Unit 23,34.0,2,97.6654
Unit 9,29.0,2,86.1679
Unit 119,35.0,6,97.2815
Unit 11,35.0,2,81.9533
Unit 208,50.0,4,47.892
Unit 183,42.0,14,97.1533
Unit 2,26.0,3,74.3991
Unit 208,39.0,1,75.8485
Unit 30,30.0,2,89.2126
Unit 20,38.0,2,86.6799
Unit 132,50.0,1,66.253
Unit 15,36.0,2,97.8616
Unit 3,39.0,2,82.2513
Unit 75,41.0,4,68.2244
Unit 212,45.0,1,98.4983
Unit 3,37.0,2,81.7737
Unit 11,28.0,1,97.8225
Unit 7,37.0,1,84.1962
Unit 19,49.0,1,83.0285
Unit 20,36.0,5,35.6005
Unit 25,37.0,1,96.3282
Unit 35,27.0,2,53.2383
Unit 25,38.0,2,64.5526
Unit 208,32.0,2,97.5851
Unit 13,39.0,13,57.8427
Unit 7,51.0,1,98.8091
Unit 9,51.0,3,55.6188
Unit 24,27.0,2,81.3294
Unit 9,32.0,2,93.596
Unit 200,37.0,15,60.2499
Unit 149,32.0,9,95.0556
Unit 5,57.0,1,95.2263
Unit 212,25.0,2,86.4507
Unit 30,29.0,10,
Unit 4,43.0,2,57.686
Unit 5,39.0,2,43.1699
Unit 20,26.0,1,76.1492
Unit 180,29.0,3,94.2341
Unit 2,53.0,1,33.4218
Unit 212,28.0,2,99.6026
Unit 7,33.0,2,94.8531
Unit 8,45.0,2,93.9307
Unit 112,36.0,2,95.9306
Unit 9,50.0,6,32.2375
Unit 9,27.0,2,99.3925
Unit 183,43.0,3,94.4763
Unit 7,26.0,2,78.2011
Unit 10,32.0,7,83.2181
Unit 6,31.0,10,99.5568
Unit 218,44.0,2,58.9092
Unit 7,29.0,2,50.9839
Unit 112,43.0,3,94.8951
Unit 208,31.0,2,55.3361
Unit 8,52.0,1,98.0023
Unit 8,30.0,3,68.4804
Unit 225,31.0,2,66.4438
Unit 13,42.0,3,89.7864
Unit 19,54.0,1,83.0285
Unit 182,25.0,2,98.5404
Unit 9,29.0,9,97.3673
Unit 26,36.0,4,93.4126
Unit 11,27.0,2,73.761
Unit 83,38.0,10,95.9917
Unit 225,42.0,1,73.8295
Unit 23,33.0,2,90.8945
Unit 151,34.0,3,92.5681
Unit 8,45.0,1,83.3642
Unit 13,31.0,4,97.5469
Unit 18,55.0,21,50.0506
Unit 13,27.0,3,99.2511
Unit 17,46.0,8,71.4838
Unit 16,53.0,1,36.7009
Unit 225,42.0,2,45.6832
Unit 173,41.0,3,64.7351
Unit 13,39.0,3,91.609
Unit 189,35.0,2,74.9264
Unit 23,44.0,2,87.6046
Unit 16,32.0,1,
Unit 9,48.0,1,96.6948
Unit 2,42.0,3,99.7631
Unit 212,27.0,2,35.5432
